,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
326,1963,Meteorological,Storm,Edith,DMA,Dominica,Caribbean,Americas,,,,2600.0
327,1963,Meteorological,Storm,Flora,DOM,Dominican Republic,Caribbean,Americas,,,,60000.0
328,1963,Hydrological,Flood,,DZA,Algeria,Northern Africa,Africa,,,,
329,1963,Meteorological,Storm,Flora,GRD,Grenada,Caribbean,Americas,,,,
330,1963,Meteorological,Storm,Flora,HTI,Haiti,Caribbean,Americas,,,,180000.0
331,1963,Biological,Epidemic,,HTI,Haiti,Caribbean,Americas,,,,
332,1963,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
333,1963,Geophysical,Volcanic activity,Mt. Agung,IDN,Indonesia,South-Eastern Asia,Asia,,,,
334,1963,Geophysical,Volcanic activity,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
335,1963,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
336,1964,Geophysical,Earthquake,,AZO,Azores Islands,Southern Europe,Europe,38.8,-28.4,12:19,
337,1964,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,250.0
338,1964,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,5000.0
339,1964,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,
340,1964,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,
341,1964,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,500.0
342,1964,Geophysical,Volcanic activity,,CHL,Chile,South America,Americas,,,,
343,1964,Meteorological,Storm,Ruby,CHN,China,Eastern Asia,Asia,,,,
344,1964,Meteorological,Storm,,CUB,Cuba,Caribbean,Americas,,,,
345,1964,Meteorological,Storm,Cleo,DOM,Dominican Republic,Caribbean,Americas,,,,1000.0
346,1964,Climatological,Drought,,ECU,Ecuador,South America,Americas,,,,
347,1964,Hydrological,Flood,,FJI,Fiji,Melanesia,Oceania,,,,1100.0
348,1964,Meteorological,Storm,Cleo,GLP,Guadeloupe,Caribbean,Americas,,,,
349,1964,Meteorological,Storm,Ruby,HKG,Hong Kong,Eastern Asia,Asia,,,,
350,1964,Meteorological,Storm,Dot,HKG,Hong Kong,Eastern Asia,Asia,,,,
351,1964,Meteorological,Storm,Cleo,HTI,Haiti,Caribbean,Americas,,,,10000.0
352,1964,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
353,1965,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-2.608,-125.952,07:11,
354,1965,Hydrological,Landslide,,ARG,Argentina,South America,Americas,,,,
355,1965,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,57700.0
356,1965,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
357,1965,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
358,1965,Hydrological,Landslide,,BGR,Bulgaria,Eastern Europe,Europe,,,,
359,1965,Meteorological,Storm,Betsy,BHS,Bahamas,Caribbean,Americas,,,,700.0
360,1965,Hydrological,Flood,,BOL,Bolivia,South America,Americas,,,,100.0
361,1965,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,7000.0
362,1965,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,10000.0
363,1965,Climatological,Drought,,BWA,Botswana,Southern Africa,Africa,,,,
364,1965,Hydrological,Landslide,,CAN,Canada,Northern America,Americas,,,,
365,1965,Hydrological,Landslide,,CHE,Switzerland,Western Europe,Europe,,,,
366,1965,Geophysical,Earthquake,,CHL,Chile,South America,Americas,-32.522,-71.233,12:33,125000.0
367,1965,Hydrological,Landslide,,CHL,Chile,South America,Americas,,,,
368,1965,Hydrological,Flood,,CHL,Chile,South America,Americas,,,,10000.0
369,1965,Meteorological,Storm,,CHL,Chile,South America,Americas,,,,
370,1965,Climatological,Drought,,CHN,China,Eastern Asia,Asia,,,,27118.0
371,1965,Hydrological,Landslide,,COL,Colombia,South America,Americas,,,,
372,1965,Climatological,Wildfire,,DOM,Dominican Republic,Caribbean,Americas,,,,1000.0
373,1965,Geophysical,Earthquake,,DZA,Algeria,Northern Africa,Africa,35.7,4.4,21:38,2000.0
374,1965,Hydrological,Flood,,ECU,Ecuador,South America,Americas,,,,4000.0
375,1965,Climatological,Drought,,ETH,Ethiopia,Eastern Africa,Africa,,,,
376,1965,Meteorological,Storm,,FJI,Fiji,Melanesia,Oceania,,,,
377,1965,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,39.4,24,,8000.0
378,1965,Meteorological,Storm,Agnes,HKG,Hong Kong,Eastern Asia,Asia,,,,
379,1965,Biological,Epidemic,Polio,HND,Honduras,Central America,Americas,,,,
380,1965,Climatological,Drought,,HND,Honduras,Central America,Americas,,,,
381,1965,Hydrological,Flood,,HND,Honduras,Central America,Americas,,,,500.0
382,1965,Meteorological,Extreme temperature ,,IND,India,Southern Asia,Asia,,,,
383,1966,Climatological,Drought,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
384,1966,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,30000.0
385,1966,Meteorological,Storm,,ASM,American Samoa,Polynesia,Oceania,,,,
386,1966,Meteorological,Storm,Inez,ATG,Antigua and Barbuda,Caribbean,Americas,,,,
387,1966,Meteorological,Storm,,BEL,Belgium,Western Europe,Europe,,,,
388,1966,Climatological,Drought,,BFA,Burkina Faso,Western Africa,Africa,,,,
389,1966,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,22400.0
390,1966,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,1000.0
391,1966,Meteorological,Storm,Inez,BHS,Bahamas,Caribbean,Americas,,,,15500.0
392,1966,Meteorological,Storm,Inez,BHS,Bahamas,Caribbean,Americas,,,,
393,1966,Hydrological,Flood,,BOL,Bolivia,South America,Americas,,,,500.0
394,1966,Hydrological,Flood,,BOL,Bolivia,South America,Americas,,,,118.0
395,1966,Hydrological,Landslide,,BRA,Brazil,South America,Americas,,,,27.0
396,1966,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,51000.0
397,1966,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,9914.0
398,1966,Meteorological,Storm,,BRA,Brazil,South America,Americas,,,,
399,1966,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,
400,1966,Meteorological,Storm,,CAN,Canada,Northern America,Americas,,,,
401,1966,Geophysical,Earthquake,,CHL,Chile,South America,Americas,-25.494,-70.55,04:18,400.0
402,1966,Meteorological,Storm,Inez,CUB,Cuba,Caribbean,Americas,,,,18000.0
403,1966,Meteorological,Storm,Inez,DOM,Dominican Republic,Caribbean,Americas,,,,5000.0
404,1966,Hydrological,Flood,,DZA,Algeria,Northern Africa,Africa,,,,10000.0
405,1966,Hydrological,Landslide,,ECU,Ecuador,South America,Americas,,,,
406,1966,Hydrological,Landslide,,GBR,United Kingdom,Northern Europe,Europe,,,,
407,1966,Meteorological,Storm,Inez,GLP,Guadeloupe,Caribbean,Americas,,,,70000.0
408,1966,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,39.2,22,04:01,4000.0
409,1966,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,37.5,22.1,16:13,14000.0
410,1966,Meteorological,Storm,,HKG,Hong Kong,Eastern Asia,Asia,,,,
411,1966,Hydrological,Landslide,,HKG,Hong Kong,Eastern Asia,Asia,,,,
412,1966,Climatological,Drought,,HKG,Hong Kong,Eastern Asia,Asia,,,,
413,1966,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,8000.0
414,1966,Meteorological,Storm,Inez,HTI,Haiti,Caribbean,Americas,,,,20000.0
415,1966,Geophysical,Volcanic activity,Mt. Kelud,IDN,Indonesia,South-Eastern Asia,Asia,,,,
416,1966,Geophysical,Volcanic activity,Mt. Awu,IDN,Indonesia,South-Eastern Asia,Asia,,,,
417,1966,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,33000.0
418,1966,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,4200.0
419,1967,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-3.7,119.3,12:09,
420,1967,Geophysical,Earthquake,,ALB,Albania,Southern Europe,Europe,41.386,20.532,08:23,20000.0
421,1967,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,3000.0
422,1967,Climatological,Wildfire,,AUS,Australia,Australia and New Zealand,Oceania,,,,68500.0
423,1967,Climatological,Drought,,AUS,Australia,Australia and New Zealand,Oceania,,,,600000.0
424,1967,Meteorological,Storm,,BEL,Belgium,Western Europe,Europe,,,,
425,1967,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
426,1967,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
427,1967,Hydrological,Landslide,,BRA,Brazil,South America,Americas,,,,
428,1967,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,7800.0
429,1967,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,5000.0
430,1967,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,1000.0
431,1967,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,1500.0
432,1967,Hydrological,Landslide,,COG,Congo,Middle Africa,Africa,,,,
433,1967,Meteorological,Storm,,COK,Cook Islands,Polynesia,Oceania,,,,
434,1967,Geophysical,Earthquake,,COL,Colombia,South America,Americas,2.849,-74.798,10:24,600.0
435,1967,Hydrological,Flood,,DZA,Algeria,Northern Africa,Africa,,,,3000.0
436,1967,Biological,Epidemic,Polio,ECU,Ecuador,South America,Americas,,,,
437,1967,Hydrological,Flood,,ECU,Ecuador,South America,Americas,,,,100.0
438,1967,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,20000.0
439,1967,Geophysical,Earthquake,,FRA,France,Western Europe,Europe,43.2,-0.5,23:07,
440,1967,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,39.5,21.2,09:08,5000.0
441,1967,Meteorological,Storm,Kate,HKG,Hong Kong,Eastern Asia,Asia,,,,
442,1967,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
443,1967,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-8.965,113.017,05:14,
444,1967,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
445,1967,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
446,1967,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
447,1967,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
448,1967,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,17.412,73.885,04:21,400.0
449,1967,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
450,1967,Biological,Epidemic,,IND,India,Southern Asia,Asia,,,,
451,1968,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,39.368,24.957,00:45,600.0
452,1968,Geophysical,Earthquake,,AUS,Australia,Australia and New Zealand,Oceania,-31.566,117.071,12:58,2600.0
453,1968,Climatological,Wildfire,,AUS,Australia,Australia and New Zealand,Oceania,,,,1000.0
454,1968,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,1500.0
455,1968,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,199400.0
456,1968,Hydrological,Flood,,BOL,Bolivia,South America,Americas,,,,3000.0
457,1968,Meteorological,Extreme temperature ,,BRA,Brazil,South America,Americas,,,,
458,1968,Climatological,Drought,,BWA,Botswana,Southern Africa,Africa,,,,1000.0
459,1968,Hydrological,Landslide,,CHE,Switzerland,Western Europe,Europe,,,,
460,1968,Climatological,Drought,,CHL,Chile,South America,Americas,,,,55000.0
461,1968,Meteorological,Storm,,CHL,Chile,South America,Americas,,,,
462,1968,Meteorological,Storm,,COL,Colombia,South America,Americas,,,,50.0
463,1968,Geophysical,Volcanic activity,Mount Arenal,CRI,Costa Rica,Central America,Americas,,,,5000.0
464,1968,Meteorological,Storm,Gladys,CUB,Cuba,Caribbean,Americas,,,,
465,1968,Meteorological,Storm,,DFR,Germany,Western Europe,Europe,,,,31000.0
466,1968,Climatological,Drought,,DOM,Dominican Republic,Caribbean,Americas,,,,5000.0
467,1968,Hydrological,Flood,,ETH,Ethiopia,Eastern Africa,Africa,,,,920.0
468,1968,Meteorological,Storm,,GBR,United Kingdom,Northern Europe,Europe,,,,2500.0
469,1968,Hydrological,Flood,,GHA,Ghana,Western Africa,Africa,,,,74700.0
470,1968,Climatological,Drought,,GMB,Gambia,Western Africa,Africa,,,,500.0
471,1968,Hydrological,Landslide,,HKG,Hong Kong,Eastern Asia,Asia,,,,
472,1968,Meteorological,Storm,Shirley,HKG,Hong Kong,Eastern Asia,Asia,,,,
473,1968,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
474,1968,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
475,1968,Climatological,Drought,,HTI,Haiti,Caribbean,Americas,,,,1000.0
476,1968,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,0.157,119.802,05:14,
477,1968,Biological,Epidemic,Bubonic,IDN,Indonesia,South-Eastern Asia,Asia,,,,
478,1968,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,7831.0
479,1968,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,94200.0
480,1968,Hydrological,Landslide,,IND,India,Southern Asia,Asia,,,,
481,1968,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
482,1969,Climatological,Drought,,AFG,Afghanistan,Southern Asia,Asia,,,,200.0
483,1969,Climatological,Drought,,BEN,Benin,Western Africa,Africa,,,,
484,1969,Climatological,Drought,,BFA,Burkina Faso,Western Africa,Africa,,,,
485,1969,Climatological,Drought,,CPV,Cabo Verde,Western Africa,Africa,,,,
486,1969,Climatological,Drought,,GMB,Gambia,Western Africa,Africa,,,,200.0
487,1969,Climatological,Drought,,GNB,Guinea-Bissau,Western Africa,Africa,,,,
488,1969,Biological,Epidemic,"Meningitis, measles",BFA,Burkina Faso,Western Africa,Africa,,,,
489,1969,Biological,Epidemic,Yellow fever,BFA,Burkina Faso,Western Africa,Africa,,,,
490,1969,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,8329.0
491,1969,Biological,Epidemic,Bolivian haemorrhagic fever,BOL,Bolivia,South America,Americas,,,,
492,1969,Biological,Epidemic,Polio,BOL,Bolivia,South America,Americas,,,,
493,1969,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,5770.0
494,1969,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,22.317,111.8,06:49,
495,1969,Hydrological,Flood,,CHN,China,Eastern Asia,Asia,,,,
496,1969,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,500.0
497,1969,Hydrological,Flood,,CRI,Costa Rica,Central America,Americas,,,,4000.0
498,1969,Meteorological,Storm,,CYP,Cyprus,Western Asia,Asia,,,,100.0
499,1969,Hydrological,Flood,,DZA,Algeria,Northern Africa,Africa,,,,10000.0
500,1969,Biological,Epidemic,Equine encephalitis,ECU,Ecuador,South America,Americas,,,,
501,1969,Geophysical,Earthquake,,ETH,Ethiopia,Eastern Africa,Africa,11.9,41.21,12:15,320.0
502,1969,Climatological,Drought,,ETH,Ethiopia,Eastern Africa,Africa,,,,1000.0
503,1969,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,
504,1969,Meteorological,Storm,Francelia,GTM,Guatemala,Central America,Americas,,,,15000.0
505,1969,Biological,Epidemic,Equine encephalitis,GTM,Guatemala,Central America,Americas,,,,
506,1969,Meteorological,Storm,Viola,HKG,Hong Kong,Eastern Asia,Asia,,,,
507,1969,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
508,1969,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
509,1969,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,
510,1969,Meteorological,Storm,Francelia,HND,Honduras,Central America,Americas,,,,19000.0
511,1969,Biological,Epidemic,Equine encephalitis,HND,Honduras,Central America,Americas,,,,
512,1969,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,-3.201,118.904,07:36,
513,1969,Geophysical,Volcanic activity,,IDN,Indonesia,South-Eastern Asia,Asia,,,,200.0
514,1969,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,8330.0
515,1969,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
516,1970,Hydrological,Flood,,ARG,Argentina,South America,Americas,,,,25000.0
517,1970,Meteorological,Storm,Ada,AUS,Australia,Australia and New Zealand,Oceania,,,,72475.0
518,1970,Hydrological,Flood,,BEN,Benin,Western Africa,Africa,,,,200.0
519,1970,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,86400.0
520,1970,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
521,1970,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,25000.0
522,1970,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
523,1970,Climatological,Drought,,BRA,Brazil,South America,Americas,,,,100.0
524,1970,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,46000.0
525,1970,Hydrological,Flood,,BRB,Barbados,Caribbean,Americas,,,,500.0
526,1970,Climatological,Drought,,BWA,Botswana,Southern Africa,Africa,,,,2000.0
527,1970,Meteorological,Storm,,CAN,Canada,Northern America,Americas,,,,
528,1970,Hydrological,Landslide,,CHE,Switzerland,Western Europe,Europe,,,,
529,1970,Geophysical,Earthquake,,CHN,China,Eastern Asia,Asia,24.185,102.543,,
530,1970,Meteorological,Storm,Fran,CHN,China,Eastern Asia,Asia,,,,
531,1970,Biological,Epidemic,Cholera,CIV,Côte d’Ivoire,Western Africa,Africa,,,,
532,1970,Geophysical,Earthquake,,COL,Colombia,South America,Americas,6.375,-77.438,22:38,400.0
533,1970,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,50.0
534,1970,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,138800.0
535,1970,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
536,1970,Hydrological,Flood,,CRI,Costa Rica,Central America,Americas,,,,6000.0
537,1970,Hydrological,Flood,,CRI,Costa Rica,Central America,Americas,,,,24000.0
538,1970,Meteorological,Storm,,CUB,Cuba,Caribbean,Americas,,,,
539,1970,Biological,Epidemic,Cholera,CYP,Cyprus,Western Asia,Asia,,,,
540,1970,Meteorological,Storm,,DMA,Dominica,Caribbean,Americas,,,,
541,1970,Geophysical,Earthquake,,ECU,Ecuador,South America,Americas,-4.026,-80.542,23:34,4000.0
542,1970,Hydrological,Flood,,ECU,Ecuador,South America,Americas,,,,500.0
543,1970,Hydrological,Flood,,ECU,Ecuador,South America,Americas,,,,20.0
544,1970,Biological,Epidemic,Cholera,ETH,Ethiopia,Eastern Africa,Africa,,,,
545,1970,Hydrological,Landslide,,FRA,France,Western Europe,Europe,,,,
546,1970,Hydrological,Landslide,,FRA,France,Western Europe,Europe,,,,
547,1970,Meteorological,Storm,,GLP,Guadeloupe,Caribbean,Americas,,,,
548,1970,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,
549,1970,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
550,1970,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
551,1970,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,
552,1970,Hydrological,Flood,,HUN,Hungary,Eastern Europe,Europe,,,,85000.0
553,1970,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
554,1970,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,21.7,73,07:22,
555,1971,Geophysical,Earthquake,,CHL,Chile,South America,Americas,-32.601,-71.076,00:03,236400.0
556,1971,Hydrological,Landslide,,AFG,Afghanistan,Southern Asia,Asia,,,,
557,1971,Climatological,Drought,,AFG,Afghanistan,Southern Asia,Asia,,,,
558,1971,Hydrological,Flood,,AUS,Australia,Australia and New Zealand,Oceania,,,,20000.0
559,1971,Meteorological,Storm,Althea,AUS,Australia,Australia and New Zealand,Oceania,,,,119219.0
560,1971,Hydrological,Flood,,BEL,Belgium,Western Europe,Europe,,,,
561,1971,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
562,1971,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,
563,1971,Hydrological,Flood,,BRA,Brazil,South America,Americas,,,,5200.0
564,1971,Meteorological,Storm,,CAN,Canada,Northern America,Americas,,,,
565,1971,Geophysical,Mass movement (dry),,CAN,Canada,Northern America,Americas,,,,
566,1971,Meteorological,Storm,,CHL,Chile,South America,Americas,,,,2500.0
567,1971,Climatological,Drought,,CMR,Cameroon,Middle Africa,Africa,,,,1500.0
568,1971,Hydrological,Landslide,,COL,Colombia,South America,Americas,,,,
569,1971,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
570,1971,Hydrological,Flood,,COL,Colombia,South America,Americas,,,,
571,1971,Hydrological,Landslide,,ECU,Ecuador,South America,Americas,,,,
572,1971,Hydrological,Flood,,ECU,Ecuador,South America,Americas,,,,50.0
573,1971,Meteorological,Extreme temperature ,,ESP,Spain,Southern Europe,Europe,,,,100000.0
574,1971,Meteorological,Storm,,ESP,Spain,Southern Europe,Europe,,,,55000.0
575,1971,Climatological,Drought,,GHA,Ghana,Western Africa,Africa,,,,100.0
576,1971,Hydrological,Flood,,GUY,Guyana,South America,Americas,,,,200.0
577,1971,Meteorological,Storm,Rose,HKG,Hong Kong,Eastern Asia,Asia,,,,
578,1971,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
579,1971,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
580,1971,Meteorological,Storm,,HND,Honduras,Central America,Americas,,,,
581,1971,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,30000.0
582,1971,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
583,1972,Hydrological,Flood,,AFG,Afghanistan,Southern Asia,Asia,,,,
584,1972,Meteorological,Extreme temperature ,,ARG,Argentina,South America,Americas,,,,
585,1972,Meteorological,Storm,,BEL,Belgium,Western Europe,Europe,,,,
586,1972,Meteorological,Storm,,BGD,Bangladesh,Southern Asia,Asia,,,,
587,1972,Hydrological,Flood,,BGD,Bangladesh,Southern Asia,Asia,,,,
588,1972,Hydrological,Flood,,BWA,Botswana,Southern Africa,Africa,,,,50.0
589,1972,Hydrological,Landslide,,COL,Colombia,South America,Americas,,,,
590,1972,Meteorological,Storm,,DFR,Germany,Western Europe,Europe,,,,420000.0
591,1972,Hydrological,Flood,,ESP,Spain,Southern Europe,Europe,,,,20000.0
592,1972,Meteorological,Storm,Bebe,FJI,Fiji,Melanesia,Oceania,,,,22500.0
593,1972,Meteorological,Storm,,GBR,United Kingdom,Northern Europe,Europe,,,,
594,1972,Hydrological,Landslide,,HKG,Hong Kong,Eastern Asia,Asia,,,,
595,1972,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
596,1972,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
597,1972,Climatological,Wildfire,,HKG,Hong Kong,Eastern Asia,Asia,,,,
598,1972,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,
599,1972,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,
600,1972,Climatological,Drought,,HND,Honduras,Central America,Americas,,,,7000.0
601,1972,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,959.0
