,Year,Disaster Subgroup,Disaster Type,Event Name,ISO,Country,Region,Continent,Latitude,Longitude,Local Time,Total Damages ('000 US$)
4478,1991,Meteorological,Storm,,LAO,Laos,South-Eastern Asia,Asia,,,,150.0
4479,1991,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,30000.0
4480,1991,Meteorological,Storm,Cynthia,MDG,Madagascar,Eastern Africa,Africa,,,,
4481,1991,Meteorological,Storm,,MDV,Maldives,Southern Asia,Asia,,,,30000.0
4482,1991,Biological,Epidemic,Cholera,MEX,Mexico,Central America,Americas,,,,
4483,1991,Meteorological,Storm,,MEX,Mexico,Central America,Americas,,,,
4484,1991,Hydrological,Flood,,MEX,Mexico,Central America,Americas,,,,2000.0
4485,1991,Meteorological,Storm,Zelda,MHL,Marshall Islands,Micronesia,Oceania,,,,
4486,1991,Climatological,Drought,,MLI,Mali,Western Africa,Africa,,,,
4487,1991,Geophysical,Earthquake,,MMR,Myanmar,South-Eastern Asia,Asia,23.5 N,96.3 E,,
4488,1991,Hydrological,Flood,,MMR,Myanmar,South-Eastern Asia,Asia,,,,79840.0
4489,1991,Meteorological,Storm,,MNG,Mongolia,Eastern Asia,Asia,,,,
4490,1991,Meteorological,Storm,,MRT,Mauritania,Western Africa,Africa,,,,
4491,1991,Meteorological,Storm,Bella,MUS,Mauritius,Eastern Africa,Africa,,,,
4492,1991,Biological,Epidemic,Dengue fever,MYS,Malaysia,South-Eastern Asia,Asia,,,,
4493,1991,Biological,Epidemic,Cholera,NER,Niger,Western Africa,Africa,,,,
4494,1991,Biological,Epidemic,,NER,Niger,Western Africa,Africa,,,,
4495,1991,Biological,Epidemic,Cholera,NGA,Nigeria,Western Africa,Africa,,,,
4496,1991,Biological,Epidemic,Yellow fever,NGA,Nigeria,Western Africa,Africa,,,,
4497,1991,Climatological,Wildfire,,NIC,Nicaragua,Central America,Americas,,,,80000.0
4498,1991,Biological,Epidemic,Cholera,NIC,Nicaragua,Central America,Americas,,,,
4499,1991,Biological,Epidemic,Gastroenteritis,NPL,Nepal,Southern Asia,Asia,,,,
4500,1991,Hydrological,Flood,,NPL,Nepal,Southern Asia,Asia,,,,
4501,1991,Meteorological,Storm,,NPL,Nepal,Southern Asia,Asia,,,,
4502,1991,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,
4503,1991,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,
4504,1991,Hydrological,Flood,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,
4505,1991,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,38.993,70.423,,10000.0
4506,1991,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
4507,1991,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
4508,1991,Meteorological,Extreme temperature ,,PAK,Pakistan,Southern Asia,Asia,,,,
4509,1991,Geophysical,Earthquake,,PAN,Panama,Central America,Americas,9.542 N,82.418 W,,
4510,1991,Biological,Epidemic,Cholera,PAN,Panama,Central America,Americas,,,,
4511,1991,Geophysical,Earthquake,,PER,Peru,South America,Americas,5.982 S S,77.094 W,,
4512,1991,Meteorological,Extreme temperature ,,PER,Peru,South America,Americas,,,,
4513,1991,Biological,Epidemic,Cholera,PER,Peru,South America,Americas,,,,
4514,1991,Biological,Epidemic,,PER,Peru,South America,Americas,,,,
4515,1991,Geophysical,Volcanic activity,Poon Bato,PHL,Philippines,South-Eastern Asia,Asia,,,,
4516,1991,Geophysical,Volcanic activity,Taal,PHL,Philippines,South-Eastern Asia,Asia,14 N,121 E,,
4517,1991,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4518,1991,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,1300.0
4519,1991,Meteorological,Storm,Brendan,PHL,Philippines,South-Eastern Asia,Asia,,,,
4520,1991,Meteorological,Storm,Ruth (Trining),PHL,Philippines,South-Eastern Asia,Asia,,,,90000.0
4521,1991,Meteorological,Storm,Zeke (Etang),PHL,Philippines,South-Eastern Asia,Asia,,,,85000.0
4522,1991,Meteorological,Storm,Amy,PHL,Philippines,South-Eastern Asia,Asia,,,,
4523,1991,Meteorological,Storm,Caitlin,PHL,Philippines,South-Eastern Asia,Asia,,,,
4524,1991,Hydrological,Landslide,,PNG,Papua New Guinea,Melanesia,Oceania,,,,
4525,1991,Climatological,Wildfire,,PRT,Portugal,Southern Europe,Europe,,,,
4526,1991,Geophysical,Earthquake,,ROU,Romania,Eastern Europe,Europe,45.5 N,21.3 E,,
4527,1992,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
4528,1992,Meteorological,Storm,Gary,PHL,Philippines,South-Eastern Asia,Asia,,,,
4529,1992,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
4530,1992,Meteorological,Extreme temperature ,,JOR,Jordan,Western Asia,Asia,,,,400000.0
4531,1992,Meteorological,Extreme temperature ,,MEX,Mexico,Central America,Americas,,,,78000.0
4532,1992,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,500300.0
4533,1992,Meteorological,Storm,,LBN,Lebanon,Western Asia,Asia,,,,155000.0
4534,1992,Geophysical,Earthquake,,GEO,Georgia,Western Asia,Asia,42.503 N,45.073 E,23:20,
4535,1992,Hydrological,Flood,,HKG,Hong Kong,Eastern Asia,Asia,,,,50000.0
4536,1992,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,57850.0
4537,1992,Geophysical,Earthquake,,IRN,Iran,Southern Asia,Asia,31.726 N,50.778 E,,
4538,1992,Geophysical,Earthquake,,KGZ,Kyrgyzstan,Central Asia,Asia,42.142 N,73.575 E,,130000.0
4539,1992,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,74200.0
4540,1992,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,8.482 S,121.930 E,,100000.0
4541,1992,Geophysical,Earthquake,,NIC,Nicaragua,Central America,Americas,11.742 N,87.340 W,18:16,25000.0
4542,1992,Climatological,Drought,,HTI,Haiti,Caribbean,Americas,,,,
4543,1992,Meteorological,Storm,Eli (Konsing),PHL,Philippines,South-Eastern Asia,Asia,,,,
4544,1992,Biological,Insect infestation,Locust,ETH,Ethiopia,Eastern Africa,Africa,,,,
4545,1992,Meteorological,Storm,Joni,FJI,Fiji,Melanesia,Oceania,,,,1600.0
4546,1992,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,400000.0
4547,1992,Hydrological,Flood,,FRA,France,Western Europe,Europe,,,,
4548,1992,Biological,Epidemic,Listeria,FRA,France,Western Europe,Europe,,,,
4549,1992,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,
4550,1992,Geophysical,Volcanic activity,Pacaya,GTM,Guatemala,Central America,Americas,14.40 N,90.60 W,,
4551,1992,Biological,Epidemic,Cholera,GTM,Guatemala,Central America,Americas,,,,
4552,1992,Meteorological,Storm,Omar,GUM,Guam,Micronesia,Oceania,,,,300000.0
4553,1992,Meteorological,Storm,Gari (Ditang),HKG,Hong Kong,Eastern Asia,Asia,,,,219700.0
4554,1992,Meteorological,Storm,Faye,HKG,Hong Kong,Eastern Asia,Asia,,,,
4555,1992,Climatological,Drought,,HUN,Hungary,Eastern Europe,Europe,,,,384000.0
4556,1992,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,7.138 S,109.067 E,,
4557,1992,Hydrological,Landslide,,IDN,Indonesia,South-Eastern Asia,Asia,,,,5400.0
4558,1992,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
4559,1992,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,182100.0
4560,1992,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
4561,1992,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
4562,1992,Hydrological,Landslide,,IND,India,Southern Asia,Asia,,,,
4563,1992,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
4564,1992,Meteorological,Extreme temperature ,,IND,India,Southern Asia,Asia,,,,
4565,1992,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,69000.0
4566,1992,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,2969100.0
4567,1992,Meteorological,Storm,,IRN,Iran,Southern Asia,Asia,,,,
4568,1992,Meteorological,Extreme temperature ,,ISR,Israel,Western Asia,Asia,,,,550000.0
4569,1992,Hydrological,Flood,,ITA,Italy,Southern Europe,Europe,,,,10000.0
4570,1992,Hydrological,Flood,,ITA,Italy,Southern Europe,Europe,,,,687300.0
4571,1992,Geophysical,Earthquake,,JPN,Japan,Eastern Asia,Asia,35.106 N,139.644 E,,
4572,1992,Geophysical,Volcanic activity,Unzen ,JPN,Japan,Eastern Asia,Asia,32.75 N,130.3 E,,
4573,1992,Meteorological,Storm,Yancy,JPN,Japan,Eastern Asia,Asia,,,,
4574,1992,Meteorological,Storm,,JPN,Japan,Eastern Asia,Asia,,,,
4575,1992,Geophysical,Earthquake,,KGZ,Kyrgyzstan,Central Asia,Asia,42.01 N,74.01 E,,31000.0
4576,1992,Biological,Epidemic,Cholera,KHM,Cambodia,South-Eastern Asia,Asia,,,,
4577,1992,Biological,Epidemic,,KHM,Cambodia,South-Eastern Asia,Asia,,,,
4578,1992,Meteorological,Storm,Ted,KOR,South Korea,Eastern Asia,Asia,,,,
4579,1992,Hydrological,Flood,,KOR,South Korea,Eastern Asia,Asia,,,,
4580,1992,Hydrological,Flood,,LAO,Laos,South-Eastern Asia,Asia,,,,21828.0
4581,1992,Meteorological,Storm,Zeke & Fred,LAO,Laos,South-Eastern Asia,Asia,,,,3650.0
4582,1992,Biological,Epidemic,,LAO,Laos,South-Eastern Asia,Asia,,,,
4583,1992,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,250000.0
4584,1992,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,2750.0
4585,1992,Climatological,Drought,,LTU,Lithuania,Northern Europe,Europe,,,,52900.0
4586,1992,Meteorological,Storm,Lester,MEX,Mexico,Central America,Americas,,,,3000.0
4587,1992,Meteorological,Extreme temperature ,,MEX,Mexico,Central America,Americas,,,,
4588,1992,Hydrological,Flood,,MMR,Myanmar,South-Eastern Asia,Asia,,,,55115.0
4589,1992,Biological,Epidemic,Cholera,MOZ,Mozambique,Eastern Africa,Africa,,,,
4590,1992,Climatological,Drought,,MWI,Malawi,Eastern Africa,Africa,,,,
4591,1992,Biological,Epidemic,,MWI,Malawi,Eastern Africa,Africa,,,,
4592,1992,Meteorological,Extreme temperature ,,NGA,Nigeria,Western Africa,Africa,,,,
4593,1992,Biological,Epidemic,Cholera,NGA,Nigeria,Western Africa,Africa,,,,
4594,1992,Geophysical,Volcanic activity,Cerro Negro,NIC,Nicaragua,Central America,Americas,12.5 N,86.7 W,23:30,
4595,1992,Geophysical,Earthquake,,NLD,Netherlands,Western Europe,Europe,51.153 N,5.798 E,,
4596,1992,Hydrological,Flood,,NLD,Netherlands,Western Europe,Europe,,,,27600.0
4597,1992,Meteorological,Storm,,NOR,Norway,Northern Europe,Europe,,,,
4598,1992,Climatological,Wildfire,,NPL,Nepal,Southern Asia,Asia,,,,6200.0
4599,1992,Biological,Epidemic,Gastroenteritis,NPL,Nepal,Southern Asia,Asia,,,,
4600,1992,Meteorological,Storm,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,51500.0
4601,1992,Climatological,Drought,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,100000.0
4602,1992,Meteorological,Storm,,NZL,New Zealand,Australia and New Zealand,Oceania,,,,
4603,1992,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,29.3 N,66.7 E,5:51,
4604,1992,Geophysical,Earthquake,,PAK,Pakistan,Southern Asia,Asia,33.377 N,71.317 E,,
4605,1992,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,1000000.0
4606,1992,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,230.0
4607,1992,Meteorological,Storm,,PAN,Panama,Central America,Americas,,,,10000.0
4608,1992,Biological,Epidemic,Cholera,PAN,Panama,Central America,Americas,,,,
4609,1992,Hydrological,Flood,,PER,Peru,South America,Americas,,,,
4610,1992,Biological,Epidemic,Cholera,PER,Peru,South America,Americas,,,,
4611,1992,Climatological,Drought,,PER,Peru,South America,Americas,,,,250000.0
4612,1992,Geophysical,Volcanic activity,Taal,PHL,Philippines,South-Eastern Asia,Asia,14 N,121 E,,
4613,1992,Meteorological,Storm,Omar (Lusing),PHL,Philippines,South-Eastern Asia,Asia,,,,
4614,1992,Biological,Epidemic,Influenza,PHL,Philippines,South-Eastern Asia,Asia,,,,
4615,1992,Meteorological,Storm,Gloring,PHL,Philippines,South-Eastern Asia,Asia,,,,
4616,1992,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4617,1992,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4618,1992,Geophysical,Volcanic activity,Manam,PNG,Papua New Guinea,Melanesia,Oceania,-4.08,145.037,,
4619,1992,Hydrological,Flood,,PNG,Papua New Guinea,Melanesia,Oceania,,,,
4620,1992,Climatological,Wildfire,,POL,Poland,Eastern Europe,Europe,,,,
4621,1992,Hydrological,Flood,,PRI,Puerto Rico,Caribbean,Americas,,,,200000.0
4622,1992,Hydrological,Flood,,PRY,Paraguay,South America,Americas,,,,
4623,1992,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,48100.0
4624,1992,Hydrological,Landslide,,RUS,Russia,Eastern Europe,Europe,,,,2600.0
4625,1993,Hydrological,Flood,,MEX,Mexico,Central America,Americas,,,,95400.0
4626,1993,Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,42.851 N,139.197 E,,1000000.0
4627,1993,Geophysical,Earthquake,,GUM,Guam,Micronesia,Oceania,12.982 N,144.801 E,18:34,120000.0
4628,1993,Climatological,Drought,,ERI,Eritrea,Eastern Africa,Africa,,,,
4629,1993,Climatological,Drought,,HTI,Haiti,Caribbean,Americas,,,,
4630,1993,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,1000000.0
4631,1993,Geophysical,Earthquake,,JPN,Japan,Eastern Asia,Asia,43.300 N,143.691 E,,358000.0
4632,1993,Hydrological,Flood,,NPL,Nepal,Southern Asia,Asia,,,,200000.0
4633,1993,Geophysical,Earthquake,,PER,Peru,South America,Americas,11.652 S,76.530 W,,
4634,1993,Geophysical,Earthquake,,PNG,Papua New Guinea,Melanesia,Oceania,5.889 S,146.202 E,00:06,5000.0
4635,1993,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,34000.0
4636,1993,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,50000.0
4637,1993,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,310.0
4638,1993,Meteorological,Storm,,FRA,France,Western Europe,Europe,,,,500000.0
4639,1993,Meteorological,Storm,,ITA,Italy,Southern Europe,Europe,,,,625000.0
4640,1993,Climatological,Drought,,MKD,North Macedonia,Southern Europe,Europe,,,,
4641,1993,Meteorological,Storm,,ERI,Eritrea,Eastern Africa,Africa,,,,5165.0
4642,1993,Hydrological,Flood,,ETH,Ethiopia,Eastern Africa,Africa,,,,
4643,1993,Hydrological,Flood,,ETH,Ethiopia,Eastern Africa,Africa,,,,
4644,1993,Meteorological,Storm,Kina,FJI,Fiji,Melanesia,Oceania,,,,100000.0
4645,1993,Hydrological,Flood,,FRA,France,Western Europe,Europe,,,,600000.0
4646,1993,Hydrological,Flood,,GBR,United Kingdom,Northern Europe,Europe,,,,150000.0
4647,1993,Hydrological,Flood,,GBR,United Kingdom,Northern Europe,Europe,,,,37000.0
4648,1993,Hydrological,Flood,,GIN,Guinea,Western Africa,Africa,,,,
4649,1993,Meteorological,Storm,,GNB,Guinea-Bissau,Western Africa,Africa,,,,
4650,1993,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,37.589 N,21.391 E,,
4651,1993,Geophysical,Earthquake,,GRC,Greece,Southern Europe,Europe,38.224 N,21.756 E,,
4652,1993,Hydrological,Landslide,,HKG,Hong Kong,Eastern Asia,Asia,,,,790.0
4653,1993,Meteorological,Storm,Koryn,HKG,Hong Kong,Eastern Asia,Asia,,,,120.0
4654,1993,Meteorological,Storm,Tasha,HKG,Hong Kong,Eastern Asia,Asia,,,,
4655,1993,Meteorological,Storm,Dot,HKG,Hong Kong,Eastern Asia,Asia,,,,6000.0
4656,1993,Meteorological,Storm,Ira,HKG,Hong Kong,Eastern Asia,Asia,,,,800.0
4657,1993,Meteorological,Storm,Lewis,HKG,Hong Kong,Eastern Asia,Asia,,,,
4658,1993,Meteorological,Storm,Becky,HKG,Hong Kong,Eastern Asia,Asia,,,,195000.0
4659,1993,Hydrological,Flood,,HND,Honduras,Central America,Americas,,,,57600.0
4660,1993,Hydrological,Flood,,HND,Honduras,Central America,Americas,,,,56700.0
4661,1993,Hydrological,Flood,,HTI,Haiti,Caribbean,Americas,,,,
4662,1993,Geophysical,Volcanic activity,Damar,IDN,Indonesia,South-Eastern Asia,Asia,,,,
4663,1993,Geophysical,Volcanic activity,Karangetang,IDN,Indonesia,South-Eastern Asia,Asia,6.3 S,106 E,,
4664,1993,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,
4665,1993,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,19301.0
4666,1993,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,16.40 N,74.20 E,,280000.0
4667,1993,Geophysical,Earthquake,,IND,India,Southern Asia,Asia,18.120 N,76.533 E,,
4668,1993,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
4669,1993,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,500000.0
4670,1993,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
4671,1993,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,
4672,1993,Hydrological,Landslide,,IND,India,Southern Asia,Asia,,,,
4673,1993,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,100000.0
4674,1993,Meteorological,Storm,,IND,India,Southern Asia,Asia,,,,
4675,1993,Biological,Insect infestation,Locust,IND,India,Southern Asia,Asia,,,,
4676,1993,Climatological,Drought,,IND,India,Southern Asia,Asia,,,,
4677,1993,Hydrological,Flood,,IND,India,Southern Asia,Asia,,,,7000000.0
4678,1993,Hydrological,Flood,,IRL,Ireland,Northern Europe,Europe,,,,38000.0
4679,1993,Meteorological,Storm,,IRN,Iran,Southern Asia,Asia,,,,15000.0
4680,1993,Geophysical,Earthquake,,IRN,Iran,Southern Asia,Asia,30.149 N,50.814 E,21:00,
4681,1993,Geophysical,Earthquake,,IRN,Iran,Southern Asia,Asia,32.104 N,60.088 E,,
4682,1993,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,17300.0
4683,1993,Hydrological,Flood,,IRN,Iran,Southern Asia,Asia,,,,209000.0
4684,1993,Hydrological,Flood,,JAM,Jamaica,Caribbean,Americas,,,,11000.0
4685,1993,Meteorological,Storm,,JPN,Japan,Eastern Asia,Asia,,,,
4686,1993,Geophysical,Volcanic activity,Unzen,JPN,Japan,Eastern Asia,Asia,32.75 N,130.3 E,,
4687,1993,Hydrological,Landslide,,JPN,Japan,Eastern Asia,Asia,,,,210000.0
4688,1993,Meteorological,Storm,Yancy,JPN,Japan,Eastern Asia,Asia,,,,1300000.0
4689,1993,Meteorological,Storm,Robyn,JPN,Japan,Eastern Asia,Asia,,,,450000.0
4690,1993,Hydrological,Landslide,,JPN,Japan,Eastern Asia,Asia,,,,
4691,1993,Hydrological,Flood,,JPN,Japan,Eastern Asia,Asia,,,,
4692,1993,Hydrological,Flood,,KAZ,Kazakhstan,Central Asia,Asia,,,,36532.0
4693,1993,Hydrological,Landslide,,KOR,South Korea,Eastern Asia,Asia,,,,108700.0
4694,1993,Meteorological,Storm,,KOR,South Korea,Eastern Asia,Asia,,,,29393.0
4695,1993,Meteorological,Storm,Lewis & Winona,LAO,Laos,South-Eastern Asia,Asia,,,,302151.0
4696,1993,Hydrological,Flood,,LKA,Sri Lanka,Southern Asia,Asia,,,,
4697,1993,Hydrological,Landslide,,LKA,Sri Lanka,Southern Asia,Asia,,,,
4698,1993,Meteorological,Storm,,LTU,Lithuania,Northern Europe,Europe,,,,4600.0
4699,1993,Hydrological,Flood,,LUX,Luxembourg,Western Europe,Europe,,,,10000.0
4700,1993,Meteorological,Storm,Koryn,MAC,Macao,Eastern Asia,Asia,,,,
4701,1993,Meteorological,Storm,Tasha,MAC,Macao,Eastern Asia,Asia,,,,
4702,1993,Meteorological,Storm,Dot,MAC,Macao,Eastern Asia,Asia,,,,
4703,1993,Meteorological,Storm,Becky,MAC,Macao,Eastern Asia,Asia,,,,
4704,1993,Meteorological,Storm,,MEX,Mexico,Central America,Americas,,,,2500.0
4705,1993,Geophysical,Earthquake,,MEX,Mexico,Central America,Americas,16.755 N,98.717 W,,
4706,1993,Hydrological,Flood,,MEX,Mexico,Central America,Americas,,,,
4707,1993,Meteorological,Storm,Calvin,MEX,Mexico,Central America,Americas,,,,
4708,1993,Meteorological,Storm,"Arlene, Beatriz",MEX,Mexico,Central America,Americas,,,,1670000.0
4709,1993,Meteorological,Storm,Irwin,MEX,Mexico,Central America,Americas,,,,
4710,1993,Meteorological,Storm,Lidia,MEX,Mexico,Central America,Americas,,,,
4711,1993,Meteorological,Storm,,MNG,Mongolia,Eastern Asia,Asia,,,,10000.0
4712,1993,Climatological,Drought,,MRT,Mauritania,Western Africa,Africa,,,,
4713,1993,Meteorological,Storm,Cindy,MTQ,Martinique,Caribbean,Americas,,,,
4714,1993,Geophysical,Mass movement (dry),,MYS,Malaysia,South-Eastern Asia,Asia,,,,
4715,1993,Hydrological,Flood,,MYS,Malaysia,South-Eastern Asia,Asia,,,,
4716,1993,Meteorological,Storm,Bret,NIC,Nicaragua,Central America,Americas,,,,
4717,1993,Hydrological,Flood,,NLD,Netherlands,Western Europe,Europe,,,,53000.0
4718,1993,Meteorological,Storm,,NOR,Norway,Northern Europe,Europe,,,,3000.0
4719,1993,Geophysical,Earthquake,,NPL,Nepal,Southern Asia,Asia,28.723 N,82.280 E,,
4720,1993,Hydrological,Landslide,,NPL,Nepal,Southern Asia,Asia,,,,
4721,1993,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
4722,1993,Hydrological,Landslide,,PAK,Pakistan,Southern Asia,Asia,,,,
4723,1993,Meteorological,Storm,,PAK,Pakistan,Southern Asia,Asia,,,,
4724,1993,Hydrological,Flood,,PAK,Pakistan,Southern Asia,Asia,,,,
4725,1993,Biological,Insect infestation,,PAK,Pakistan,Southern Asia,Asia,,,,
4726,1993,Hydrological,Flood,,PER,Peru,South America,Americas,,,,
4727,1993,Geophysical,Volcanic activity,Mayon,PHL,Philippines,South-Eastern Asia,Asia,13.3 N,123.7 E,,488.0
4728,1993,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,37000.0
4729,1993,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4730,1993,Hydrological,Landslide,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4731,1993,Meteorological,Storm,Koryn (Goring),PHL,Philippines,South-Eastern Asia,Asia,,,,442.0
4732,1993,Meteorological,Storm,Flo (Kadiang),PHL,Philippines,South-Eastern Asia,Asia,,,,188000.0
4733,1993,Meteorological,Storm,Lola (Monang) and Manny (Naning),PHL,Philippines,South-Eastern Asia,Asia,,,,50000.0
4734,1993,Meteorological,Storm,Kyle,PHL,Philippines,South-Eastern Asia,Asia,,,,2000.0
4735,1993,Meteorological,Storm,Nell (Puring),PHL,Philippines,South-Eastern Asia,Asia,,,,17000.0
4736,1993,Hydrological,Flood,,PHL,Philippines,South-Eastern Asia,Asia,,,,2600.0
4737,1993,Meteorological,Storm,,PHL,Philippines,South-Eastern Asia,Asia,,,,40000.0
4738,1993,Meteorological,Storm,Adel,PNG,Papua New Guinea,Melanesia,Oceania,,,,1500.0
4739,1993,Hydrological,Flood,,PNG,Papua New Guinea,Melanesia,Oceania,,,,2500.0
4740,1993,Meteorological,Storm,Robyn,PRK,North Korea,Eastern Asia,Asia,,,,110000.0
4741,1993,Meteorological,Storm,Colina,REU,Réunion,Eastern Africa,Africa,,,,
4742,1993,Meteorological,Extreme temperature ,,ROU,Romania,Eastern Europe,Europe,,,,
4743,1993,Meteorological,Storm,,ROU,Romania,Eastern Europe,Europe,,,,
4744,1993,Hydrological,Flood,,RUS,Russia,Eastern Europe,Europe,,,,
4745,1994,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,4.967 S,104.302 E,00:08,170476.0
4746,1994,Geophysical,Earthquake,,IRN,Iran,Southern Asia,Asia,29.096 N,52.617 E,07:20,
4747,1994,Hydrological,Flood,,FRA,France,Western Europe,Europe,,,,5000.0
4748,1994,Hydrological,Flood,,GBR,United Kingdom,Northern Europe,Europe,,,,90000.0
4749,1994,Geophysical,Earthquake,,IDN,Indonesia,South-Eastern Asia,Asia,1.015 N,127.733 E,11:25,
4750,1994,Geophysical,Volcanic activity,Mt. Semeru,IDN,Indonesia,South-Eastern Asia,Asia,8.1 S,112.9 E,,
4751,1994,Hydrological,Flood,,IDN,Indonesia,South-Eastern Asia,Asia,,,,1900.0
4752,1994,Geophysical,Earthquake,,IRN,Iran,Southern Asia,Asia,30.853 N,60.596 E,15:30,1400.0
4753,1994,Hydrological,Landslide,,KGZ,Kyrgyzstan,Central Asia,Asia,,,,36000.0
4754,1994,Meteorological,Storm,"Daisy, Geralda",MDG,Madagascar,Eastern Africa,Africa,,,,10000.0
4755,1994,Meteorological,Storm,Nadya,MDG,Madagascar,Eastern Africa,Africa,,,,200.0
4756,1994,Meteorological,Storm,Litanne,MDG,Madagascar,Eastern Africa,Africa,,,,
4757,1994,Meteorological,Storm,Nadya,MOZ,Mozambique,Eastern Africa,Africa,,,,
4758,1994,Meteorological,Storm,"Hollanda, Ivy",MUS,Mauritius,Eastern Africa,Africa,,,,135400.0
4759,1994,Meteorological,Storm,Lore,NLD,Netherlands,Western Europe,Europe,,,,2000.0
4760,1994,Hydrological,Flood,,PER,Peru,South America,Americas,,,,50000.0
4761,1994,Hydrological,Landslide,,PHL,Philippines,South-Eastern Asia,Asia,,,,
4762,1994,Meteorological,Storm,Owen (Bising),PHL,Philippines,South-Eastern Asia,Asia,,,,
4763,1994,Meteorological,Storm,Akang,PHL,Philippines,South-Eastern Asia,Asia,,,,2400.0
4764,1994,Meteorological,Storm,Lore,POL,Poland,Eastern Europe,Europe,,,,1000.0
4765,1988,Climatological,Drought,,ZAF,South Africa,Southern Africa,Africa,,,,
4766,1988,Climatological,Drought,,TUN,Tunisia,Northern Africa,Africa,,,,
4767,1988,Geophysical,Earthquake,,SLB,Solomon Islands,Melanesia,Oceania,-10.199,160.855,17:38,
4768,1988,Climatological,Drought,,SOM,Somalia,Eastern Africa,Africa,,,,
4769,1988,Biological,Epidemic,,TGO,Togo,Western Africa,Africa,,,,
4770,1988,Hydrological,Flood,,TUR,Turkey,Western Asia,Asia,,,,
4771,1988,Climatological,Drought,,TZA,Tanzania,Eastern Africa,Africa,,,,
4772,1988,Climatological,Drought,,USA,United States of America,Northern America,Americas,,,,
4773,1988,Hydrological,Landslide,,VUT,Vanuatu,Melanesia,Oceania,,,,
4774,1988,Meteorological,Storm,Bola,VUT,Vanuatu,Melanesia,Oceania,,,,
4775,1989,Climatological,Drought,,RWA,Rwanda,Eastern Africa,Africa,,,,
